
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000000                       # Number of seconds simulated (Second)
simTicks                                       215000                       # Number of ticks simulated (Tick)
finalTick                                   116234500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      0.03                       # Real time elapsed on the host (Second)
hostTickRate                                  6175854                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8580444                       # Number of bytes of host memory used (Byte)
simInsts                                          888                       # Number of instructions simulated (Count)
simOps                                           1547                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    25439                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      44314                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                              430                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.484234                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.065116                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                            1391                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                        2                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                           1391                       # Number of instructions issued (Count)
system.cpu.squashedInstsExamined                   20                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined                 8                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   1                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples                 430                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.234884                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.368833                       # Number of insts issued each cycle (Count)
system.cpu.branchPred.targetWrong_0::CallDirect            1      0.34%     99.32% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallIndirect            2      0.68%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::total          292                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.condPredicted              3184                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condPredictedTaken         1588                       # Number of conditional branches predicted as taken (Count)
system.cpu.branchPred.condIncorrect               240                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.predTakenBTBMiss            141                       # Number of branches predicted taken but missed in BTB (Count)
system.cpu.branchPred.BTBLookups                 4027                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBUpdates                  241                       # Number of BTB updates (Count)
system.cpu.branchPred.BTBHits                    1761                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.437298                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.BTBMispredicted             208                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu.branchPred.indirectLookups             308                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits                 75                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses              233                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.btb.lookups::NoBranch           14      0.35%      0.35% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::Return          203      5.04%      5.39% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallDirect          140      3.48%      8.87% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallIndirect           96      2.38%     11.25% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectCond         3184     79.07%     90.32% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectUncond          178      4.42%     94.74% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectCond            0      0.00%     94.74% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectUncond          212      5.26%    100.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::total         4027                       # Number of BTB lookups (Count)
system.cpu.branchPred.btb.misses::NoBranch           14      0.62%      0.62% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::Return          203      8.96%      9.58% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallDirect           81      3.57%     13.15% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallIndirect           96      4.24%     17.39% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectCond         1582     69.81%     87.20% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectUncond           78      3.44%     90.64% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectCond            0      0.00%     90.64% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectUncond          212      9.36%    100.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::total          2266                       # Number of BTB misses (Count)
system.cpu.branchPred.btb.updates::NoBranch            2      0.83%      0.83% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::Return            0      0.00%      0.83% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallDirect           62     25.73%     26.56% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallIndirect            0      0.00%     26.56% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectCond          131     54.36%     80.91% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectUncond           46     19.09%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectCond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectUncond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::total          241                       # Number of BTB updates (Count)
system.cpu.branchPred.btb.mispredict::NoBranch            2      0.83%      0.83% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::Return            0      0.00%      0.83% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallDirect           62     25.73%     26.56% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallIndirect            0      0.00%     26.56% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectCond          131     54.36%     80.91% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectUncond           46     19.09%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectCond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectUncond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::total          241                       # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.power_state.pwrStateResidencyTicks::UNDEFINED    135189500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.branchPred.indirectBranchPred.lookups          308                       # Number of lookups (Count)
system.cpu.branchPred.indirectBranchPred.hits           75                       # Number of hits of a tag (Count)
system.cpu.branchPred.indirectBranchPred.misses          233                       # Number of misses (Count)
system.cpu.branchPred.indirectBranchPred.targetRecords           31                       # Number of targets that where recorded/installed in the cache (Count)
system.cpu.branchPred.indirectBranchPred.indirectRecords          339                       # Number of indirect branches/calls recorded in the indirect hist (Count)
system.cpu.branchPred.indirectBranchPred.speculativeOverflows            0                       # Number of times more than the allowed capacity for speculative branches/calls where in flight and destroy the path history (Count)
system.cpu.branchPred.ras.pushes                  291                       # Number of times a PC was pushed onto the RAS (Count)
system.cpu.branchPred.ras.pops                    289                       # Number of times a PC was poped from the RAS (Count)
system.cpu.branchPred.ras.squashes                141                       # Number of times the stack operation was squashed due to wrong speculation. (Count)
system.cpu.branchPred.ras.used                    149                       # Number of times the RAS is the provider (Count)
system.cpu.branchPred.ras.correct                 149                       # Number of times the RAS is the provider and the prediction is correct (Count)
system.cpu.branchPred.ras.incorrect                 0                       # Number of times the RAS is the provider and the prediction is wrong (Count)
system.cpu.commit.status::running               18282     99.77%     99.77% # Number of cycles commit is running (Cycle)
system.cpu.commit.status::trapPending              42      0.23%    100.00% # Number of cycles commit is processing a trap (Cycle)
system.cpu.commit.commitSquashedInsts            4246                       # The number of squashed insts skipped by commit (Count)
